"","Site_ID","SP1","SP1_SD","SP1_q2.5","SP1_q97.5","SP2","SP2_SD","SP2_q2.5","SP2_q97.5","SP3","SP3_SD","SP3_q2.5","SP3_q97.5"
"408","N20W28 _576","0.971184659303324","0.0821210706605941","0.731058344585357","1","0.179385872094228","0.250561633823015","0.000668385086579353","0.914858059285504","0.0351716246151982","0.123085137267943","2.34765361633299e-10","0.482776430888083"
"409","N20W28 _577","0.961461488726365","0.0809983260687363","0.72435990196815","1","0.192289296743647","0.22183752717801","0.00346743974096017","0.818340956750704","0.0235496480966127","0.0821511366448586","1.1299338797242e-08","0.256213751712831"
"410","N20W28 _578","0.951485516005656","0.0810271437715276","0.721894187217197","0.999999999999994","0.211622245033808","0.193719107040995","0.0126434966236202","0.734027516951536","0.0174885430130889","0.0554909154694024","2.87114214971555e-07","0.157788683559333"
"411","N20W28 _579","0.940431052385336","0.0832919941483356","0.705385303943346","0.999999999984225","0.251567723604186","0.171202210689625","0.0350266449027611","0.679615173778648","0.0155532230665037","0.0403192211006599","5.33301365053452e-06","0.12130245253265"
"412","N20W28 _580","0.949093694990038","0.0753862846726191","0.729281919348623","0.999999999339903","0.26613704332281","0.176601078862011","0.0296834977135065","0.666131351289201","0.0153072113699294","0.0358631747247723","1.91211006808383e-05","0.116510152294742"
"413","N20W28 _581","0.933024417595223","0.0876655231307944","0.683329518853094","0.999999998574465","0.275986506525389","0.162857443288772","0.0443000431686454","0.644256046498409","0.017545723956357","0.0390950299286829","3.12882797805592e-05","0.130868506868682"
"414","N20W28 _611","0.966690157043077","0.104900585348769","0.656745092054334","1","0.179039394526385","0.277832055430402","8.97045880327763e-05","0.960969688638502","0.0643902305157613","0.18575755159977","3.05522457038046e-12","0.824488665046936"
"415","N20W28 _612","0.968564085257586","0.0932568079523999","0.68282541037233","1","0.175759401179609","0.261122318697599","0.000282807041794848","0.934204589317648","0.0474901719799347","0.152397962396324","3.6418776026974e-11","0.653739063439905"
"416","N20W28 _613","0.961083808482325","0.0861358285594766","0.702596980434601","1","0.179157589110941","0.224980008152355","0.00213993571510004","0.833489933891557","0.0286230337721407","0.0984920053146901","4.70340764448951e-09","0.339907717308395"
"417","N20W28 _614","0.954485682368319","0.0825983330475806","0.71339828897431","1","0.192251590630306","0.19962980976068","0.0074227454766962","0.759467258236751","0.0203604575268914","0.0674441618505761","1.0097631811906e-07","0.202187914630606"
"418","N20W28 _615","0.949670309204808","0.0774263578129878","0.724226856161603","0.999999999990477","0.232434417123686","0.175637706489475","0.0232656261316936","0.683040685989538","0.0154853431890152","0.0417914754678168","4.46086819592673e-06","0.12699467624899"
"419","N20W28 _616","0.907126678085541","0.107609706461076","0.630317135037688","0.99999944486563","0.322256329758024","0.156522365583866","0.0730230246903262","0.638391577231159","0.0288286401861957","0.0488322143963092","0.000367753001415512","0.17610498955306"
"420","N20W29 _396","0.776575926247052","0.16322479624293","0.411090613426705","0.987278540382215","0.482977603116414","0.147347565236188","0.190518695752548","0.754943344734726","0.229330900268939","0.134117541943685","0.0509187194545526","0.59740476362998"
"421","N20W29 _397","0.732417681916049","0.182555489662699","0.364824787002396","0.98443965856126","0.485022143211391","0.127534042652851","0.219368049404061","0.748306051908533","0.207529465759916","0.124251510229545","0.0442532301055769","0.554511588607684"
"422","N20W29 _398","0.671805823223281","0.175892721101513","0.313800046546305","0.953350161653182","0.493805524301676","0.12793502654538","0.231247588878366","0.756959653198327","0.334890603782125","0.149416558305032","0.0906263079806368","0.711761082715781"
"423","N20W29 _399","0.87171709155811","0.127266902995284","0.56126628108419","0.998929403002571","0.464479810155943","0.169896466456024","0.149051815982644","0.782099887466238","0.0945107888491073","0.0877070338720994","0.0108204443884412","0.348018482499312"
"424","N20W29 _400","0.843141004672563","0.143066310689463","0.530859800919459","0.999235109540819","0.468522116360404","0.141005663571522","0.193357537975872","0.74190647793189","0.0775508435198147","0.0760242772352892","0.00843493694506111","0.301142059464428"
"425","N20W29 _431","0.894545566917921","0.116802245012233","0.590566669916119","0.999820264520686","0.414679419558461","0.17902720203415","0.101540866461758","0.76431476905514","0.0641533703282232","0.0728276776943563","0.00416875286510494","0.280361168769073"
"426","N20W29 _432","0.906908846267177","0.105614043285966","0.641578278132267","0.999990829265629","0.378283439026914","0.165994038289799","0.0948121760013325","0.708190811121848","0.035216783430793","0.0506130616222064","0.00102088671436327","0.18308007688398"
"427","N20W29 _433","0.890021130255705","0.11559679917599","0.613081315838819","0.999996659553899","0.371138341370938","0.146727166985318","0.114867685388716","0.656742143992768","0.0318948982747035","0.0481202602665599","0.000695124895919007","0.177753227113522"
"428","N20W29 _434","0.920688127740953","0.0955676521083199","0.667870566311469","0.999999790371536","0.32798229043116","0.161838119340203","0.0704014080499803","0.656412682149095","0.0232642375435507","0.0414906225245685","0.000214797180290933","0.148535467853851"
"429","N20W29 _435","0.924483521630049","0.0928003531712686","0.67582219625385","0.999999625111552","0.335065802402862","0.167543116976917","0.0675469537578321","0.6787963366425","0.0236324621074464","0.041216187001748","0.000243566887055309","0.14726018256061"
"430","N20W29 _466","0.838065614128388","0.151562349941049","0.463365800062825","0.997142711326272","0.428218107622416","0.177268969435281","0.110430398523464","0.768904005301811","0.173347502913277","0.132130887903845","0.0250364695466665","0.543344414069009"
"431","N20W29 _467","0.935464624490298","0.0867127448198525","0.686377217203509","0.999999565388291","0.324167068352774","0.183699776435689","0.0478752167500527","0.722557910267573","0.0237898239789782","0.0421022855474769","0.000243033854359392","0.150688223605081"
"432","N20W29 _468","0.948623219791502","0.0755983516104307","0.728969216101402","0.999999999935001","0.257965536687482","0.17482164959863","0.031880311371752","0.67559010511806","0.0144883091605926","0.0363929825338519","8.36744049984737e-06","0.113163987928851"
"433","N20W29 _469","0.954950625268053","0.0728920154719844","0.745724132680625","0.999999999996314","0.229502270615648","0.180618468290257","0.019781642851779","0.697361835747033","0.0145330271391249","0.0405673199358468","2.74809376002155e-06","0.12241758921536"
"434","N20W29 _470","0.947700637595348","0.0767184360145097","0.720042974370488","0.999999999917824","0.25570876216376","0.173795774331258","0.0313370047451384","0.672673765574193","0.0148925712459786","0.037231151344886","9.29159996951801e-06","0.115367341541714"
"435","N20W29 _501","0.832644885335418","0.148428104471005","0.474644378251544","0.995541520675809","0.455363560564942","0.171867345816624","0.13783879754046","0.781905368822306","0.180381572505933","0.129401436489297","0.0292994752229313","0.541662318928775"
"436","N20W29 _502","0.937630965581752","0.0857948547375841","0.686795585416307","0.999999652449448","0.316233944886554","0.186153622426485","0.0419072889320416","0.723948344952744","0.0235323546058422","0.0424509391733945","0.000211899059712391","0.150265104236736"
"437","N20W29 _503","0.959779055184266","0.0704799995917531","0.761432029749754","0.999999999999816","0.214108187688531","0.187832400931587","0.0134431119857281","0.725369164526347","0.0146260860247371","0.0445305658865452","8.93195668065418e-07","0.124568765982399"
